id,district_corrected
61729,TZ0702
46328,TZ1202
23499,TZ2002
41191,TZ0205
22233,TZ2606
52490,TZ2202
38917,TZ0101
34999,TZ1703
56539,TZ0204
16119,TZ2302
51,TZ0401
68993,TZ2004
52101,TZ0402
8530,TZ2003
10218,TZ2302
11815,TZ1803
17050,TZ1203
63883,TZ2203
24989,TZ0406
70463,TZ0408
52820,TZ2205
35884,TZ0801
57187,TZ1606
45530,TZ1808
8632,TZ0405
46279,TZ1805
42659,TZ1305
63840,TZ1005
7435, 
4602,TZ0402
19090,TZ2202
19725,TZ0206
56704,TZ2002
48480,TZ0305
28415, 
11004,TZ2202
2671,TZ2606
40398,TZ0304
50041,TZ2203
4994,TZ2205
21853,TZ1704
66088,TZ1808
15562,TZ0202
22246,TZ2202
15854,TZ0206
39177,TZ2006
58583,TZ0104
37411,TZ0801
33476,TZ2001
39036,TZ0304
45595, 
52031,TZ1904
68692,TZ0506
47540,TZ1305
44932,TZ2201
42127,TZ1003
67909,TZ1608
65145,TZ2402
12551,TZ0901
46910,TZ1102
48210,TZ2204
16332,TZ2002
65005,TZ0501
22862,TZ0902
10473, 
28190,TZ2105
14434,TZ0408
29901,TZ1602
43671,TZ2503
48522,TZ0303
33846,TZ0206
33499,TZ1104
55341,TZ1204
32787,TZ2101
51862,TZ0302
3147,TZ0101
32785,TZ1603
26812,TZ0803
56365,TZ2205
64973,TZ2202
181,TZ1504
50008,TZ2404
63935,TZ1005
48218,TZ1102
38584,TZ1204
52468,TZ1803
33654,TZ2103
13614,TZ2102
26272,TZ0503
25735,TZ1102
41750,TZ2404
71566,TZ0702
72096,TZ1606
21751,TZ0601
43913,TZ1804
60510,TZ1304
56392,TZ2303
65608,TZ2606
61448,TZ0206
74224,TZ2204
18395,TZ1704
73991,TZ0206
50250,TZ2606
7909,TZ2001
41275,TZ1601
71941,TZ2007
65606,TZ1204
67860,TZ0506
57696,TZ2201
23959,TZ1907
60916,TZ1902
7561, 
65948,TZ1905
73777,TZ1907
1902,TZ1702
21852,TZ1703
32406,TZ1003
5548,TZ1102
21694,TZ1306
61554,TZ0104
1657,TZ0303
25140,TZ1403
59721,TZ2303
30579,TZ0303
52061,TZ0204
68952,TZ0303
4458,TZ0502
33884,TZ0503
54527,TZ1606
40916,TZ1204
5728,TZ1101
70211,TZ1501
36536,TZ2605
33541,TZ0901
38937,TZ0604
40992,TZ2004
29603,TZ2002
58374,TZ2202
50515, 
63682,TZ1401
35183,TZ2103
46919,TZ2101
61597,TZ0503
32375,TZ0103
37485,TZ2609
69257,TZ2206
41515,TZ2302
17626,TZ1401
37439,TZ0504
67846,TZ1501
11590,TZ2007
25519,TZ1401
30994,TZ1407
24484,TZ0202
44373,TZ1906
40194,TZ0803
6313,TZ1702
45052,TZ0403
70717,TZ0304
6726,TZ0207
10298, 
20265,TZ1305
6121,TZ0903
69331,TZ2201
32019,TZ0206
8309,TZ0803
5798,TZ1902
72044,TZ1401
49072,TZ0402
54711,TZ0103
20876,TZ0307
68128,TZ2002
73622,TZ2503
67305,TZ2203
68625,TZ2201
34720,TZ1401
17251,TZ2205
31575,TZ2002
55765,TZ1001
62376,TZ1702
44307,TZ0803
26011,TZ2102
40164,TZ2606
54296,TZ0206
71423,TZ2503
36971,TZ1801
58772,TZ2002
64892,TZ1401
32335,TZ1204
32656,TZ0802
43298,TZ0303
1039,TZ1805
62121,TZ2606
49444,TZ2403
70889,TZ1401
38825,TZ1202
60564,TZ0803
4607,TZ1803
43516,TZ1504
55585,TZ1202
20940,TZ0206
66678,TZ0903
43450,TZ1001
46324,TZ0402
30526,TZ0503
46142,TZ0304
20075,TZ0905
8457,TZ2202
36956,TZ1608
36298,TZ1503
59313,TZ0201
5321,TZ0107
21063,TZ2403
65889,TZ1803
40248,TZ2004
43242,TZ1203
50325,TZ1305
27872,TZ1104
63456,TZ1605
31617,TZ0304
54125,TZ1204
35767,TZ0802
27054,TZ0201
34912,TZ0202
10791,TZ0506
20916,TZ0305
29354,TZ2404
9007,TZ2402
10771,TZ1902
52765,TZ1808
12158,TZ1601
32789, 
49719,TZ0503
49464,TZ1807
22230,TZ0103
30384,TZ1701
28558,TZ0402
58841,TZ1805
13008,TZ0601
18866,TZ0302
41333,TZ0403
44966,TZ0305
68478,TZ1502
63383,TZ0905
16630,TZ1805
47872,TZ0605
31128,TZ1407
29947,TZ1104
15033,TZ0607
50951,TZ1202
60346,TZ2606
34621,TZ2205
9407,TZ2403
5825,TZ2201
28549,TZ1402
45928,TZ1802
1962,TZ2303
36892,TZ1002
45671,TZ1802
53567,TZ2205
61117,TZ0103
11320,TZ1202
4599,TZ1901
42015,TZ1001
61527,TZ1001
25159,TZ2002
4354,TZ0904
32828,TZ1101
36691,TZ2101
57042,TZ2403
20993,TZ0604
28974,TZ1807
73568,TZ1702
14514,TZ1705
29154,TZ0901
56812,TZ0503
71333,TZ0202
9535, 
11536,TZ1805
36830,TZ1805
14923,TZ1305
43273,TZ0501
39019,TZ2007
49591,TZ0802
3651,TZ2404
54112,TZ1802
8993,TZ2205
35863,TZ2205
32208,TZ1203
31389,TZ1306
23689,TZ0506
51698,TZ2004
71998,TZ0501
70927,TZ1001
35560,TZ1204
7766,TZ1904
59210,TZ0602
2263,TZ1401
35907,TZ1601
43918,TZ1302
20490,TZ1402
67016,TZ0801
29587,TZ1207
9419,TZ2302
41657,TZ2403
52107,TZ0405
24238, 
9391,TZ1003
30815,TZ1305
60612,TZ2204
41957,TZ0905
17478,TZ0206
66351,TZ0102
55787,TZ0507
42792,TZ0206
42947,TZ0506
30088, 
69641,TZ2606
56609,TZ1801
2799,TZ0505
17784,TZ0601
38398,TZ1901
44396, 
49974,TZ1002
50302,TZ2609
38132,TZ0506
41381,TZ1907
13312,TZ0303
42828,TZ0401
20149,TZ1503
60820,TZ1303
20461,TZ1607
16976,TZ1705
22559,TZ0101
37388,TZ2205
18134,TZ0304
65264,TZ1601
72214,TZ1803
72301,TZ0106
40399,TZ1907
57706,TZ0903
10146,TZ1905
22199,TZ2203
57966,TZ0202
19780,TZ2204
66577,TZ1304
27812,TZ0903
25473,TZ1204
43577,TZ2402
61935,TZ0102
19680,TZ1003
15214,TZ2202
71890,TZ1006
47548,TZ1501
1844,TZ2002
69591,TZ0802
15255,TZ1303
25879,TZ2104
39233,TZ1207
13774,TZ0302
40195,TZ1002
50854,TZ2104
11296,TZ2002
38,TZ0204
41620,TZ2203
11744,TZ0502
15251,TZ1802
29559,TZ0302
62631,TZ1401
13150,TZ1104
34780,TZ0901
6149, 
12286,TZ0302
26138,TZ1407
48492,TZ0903
74083,TZ1703
47305,TZ2003
695,TZ0601
12192,TZ0202
66634,TZ2003
59064,TZ1101
59521,TZ2201
52704,TZ1601
45232,TZ1207
60353,TZ0702
66275,TZ1801
42657,TZ0501
1571,TZ0702
70722,TZ0503
69796,TZ1608
10706,TZ0303
63500,TZ1705
19566,TZ1704
37031,TZ2404
35012,TZ0903
8997,TZ1704
52447,TZ1204
5628,TZ1101
37973,TZ0401
42728,TZ2206
46218,TZ2606
26898,TZ1606
2761,TZ0603
28454,TZ1905
24945,TZ2302
7008,TZ1904
21588,TZ1902
2568,TZ1803
56810,TZ0106
18501,TZ0502
31278,TZ1204
64101,TZ0202
70976,TZ1001
25055,TZ1002
73017,TZ0506
25726,TZ2101
64351,TZ0403
25843,TZ0601
21432,TZ0302
66265,TZ0506
65120,TZ0102
48237,TZ1302
66645,TZ1202
67440,TZ1303
40646,TZ0403
28389,TZ1902
33465,TZ0501
27800,TZ1403
4243,TZ1101
15814,TZ0804
21069,TZ0801
72248,TZ1807
42704,TZ1602
62293,TZ1703
58428,TZ0103
27229,TZ1203
16413,TZ0803
48291,TZ2202
22959,TZ2203
8599,TZ0101
72572,TZ0506
62450,TZ0702
38317,TZ2202
63406,TZ0202
46194,TZ0601
63105,TZ0601
21869,TZ0410
26499,TZ2007
50089,TZ1608
23997,TZ0603
71511,TZ1401
66196,TZ1104
1992,TZ1606
5559,TZ2404
46285,TZ1901
72121,TZ1005
70181,TZ2404
44339,TZ0702
18236,TZ0303
64146,TZ1403
50457,TZ1905
6399,TZ2606
64787, 
27659,TZ2606
15812,TZ1405
35712,TZ2002
42802, 
35937,TZ0504
66911,TZ2002
68266,TZ0402
8706,TZ2202
66336,TZ1401
39929,TZ2205
11481,TZ0501
29371,TZ1102
47873, 
9240,TZ1002
44557,TZ0207
105,TZ0506
18023,TZ0401
43974,TZ1005
68856,TZ0504
16376, 
24785,TZ1003
37596,TZ0303
1374,TZ2201
19413,TZ0906
16912,TZ0604
65803,TZ1306
8281,TZ0702
69875,TZ2003
26428,TZ1401
32160,TZ2007
72949, 
71043,TZ1305
63046,TZ1102
16381,TZ0304
5709,TZ0501
401,TZ0302
33264,TZ1803
68247,TZ2404
54038,TZ1101
68147, 
47399,TZ0702
26956,TZ1602
19543,TZ1501
23261,TZ0206
63722,TZ1805
3297,TZ0801
27749,TZ2404
13799,TZ0302
47792,TZ0307
3654,TZ0403
46350,TZ2202
24273,TZ1404
64599,TZ1705
44330,TZ1802
68821,TZ0401
62402,TZ2205
15395, 
39258,TZ2205
16259,TZ1407
7165,TZ1808
55085,TZ2202
26558,TZ2605
12287,TZ1002
471,TZ1207
11097,TZ1902
43466,TZ0501
61596,TZ2302
34544,TZ2403
51190,TZ1905
54399,TZ0304
7143,TZ0307
19871,TZ1401
27961,TZ2203
51439,TZ0307
37070,TZ1204
64618,TZ1207
38409,TZ1603
54974,TZ0506
70753,TZ0802
35033,TZ2505
29213,TZ1607
52460,TZ0202
42714, 
15131,TZ0202
14133,TZ1808
1086,TZ1801
26064,TZ1302
33524,TZ0502
56218,TZ0207
35606,TZ2202
50782,TZ1006
7853,TZ0904
32512,TZ0801
17328,TZ2205
66329,TZ0601
47159,TZ0403
1572,TZ0702
6478,TZ0202
23764,TZ1005
8119,TZ0304
54554,TZ2007
38760,TZ2002
43602,TZ0401
71654,TZ1802
11192,TZ0303
37279,TZ2504
60343,TZ0601
49489,TZ0408
2303,TZ1703
59422,TZ0405
49711,TZ1403
60520,TZ0402
4416,TZ0801
4668,TZ0502
4176,TZ2203
64204,TZ2403
7683,TZ2503
53920,TZ0502
72335,TZ0906
11723, 
16241,TZ1603
39508,TZ2103
9483,TZ0601
71846,TZ0905
35227,TZ1001
42446,TZ2001
64795,TZ0605
49353,TZ2609
34921,TZ0601
57342,TZ2101
11666,TZ0307
54920,TZ1202
49349,TZ0503
67456,TZ0601
61989,TZ2203
51760,TZ0901
68841,TZ1207
56019,TZ1801
29948,TZ1203
5374,TZ2203
51352,TZ2404
36802,TZ2101
68392,TZ1703
73033,TZ0501
38542,TZ1003
46967, 
29644, 
23536,TZ1608
59200,TZ1301
32259,TZ0305
12496,TZ2006
53223,TZ2202
55616,TZ0603
40547,TZ1104
35664,TZ0205
28879,TZ0503
19417,TZ2601
53738,TZ0301
66235,TZ0307
21673,TZ0302
17275,TZ2606
56326,TZ2007
59671,TZ0501
48950,TZ1404
33091,TZ2404
32591,TZ2204
32078,TZ1305
68872,TZ0304
3314,TZ1704
57249,TZ0703
72167,TZ2101
13985,TZ0302
31017,TZ0401
39985,TZ1305
59933,TZ0202
12868,TZ2205
65653,TZ1803
51610,TZ1608
43077,TZ0603
4536,TZ1306
56450,TZ2609
36163,TZ0801
37459,TZ0307
9309,TZ1005
21998,TZ2606
47158,TZ0901
41768,TZ0303
64760,TZ0302
1019,TZ0106
70459,TZ1608
25811,TZ0401
63690,TZ1005
14857,TZ0501
40550,TZ0406
61118,TZ2105
59750,TZ0206
23541,TZ1203
61669,TZ2303
4313,TZ1202
16297,TZ2404
54942,TZ2606
61600,TZ1901
17591,TZ0304
38566,TZ1202
2766,TZ0902
2914,TZ2404
25951,TZ0403
26284,TZ2002
18001,TZ0702
16848,TZ0902
38920,TZ1703
19392,TZ1905
29676,TZ2202
56067,TZ0103
65714,TZ1901
73026,TZ1607
39574,TZ1401
49008,TZ1501
13934,TZ0504
21496,TZ1203
56833,TZ1005
41223, 
3270,TZ2206
1656,TZ1803
71449,TZ0304
62922,TZ1402
11355,TZ0304
51084,TZ1703
44920,TZ1801
44074,TZ1808
29796,TZ2205
63382,TZ0504
31309,TZ0201
36157,TZ1401
27134, 
67439,TZ2606
61580,TZ2403
11114,TZ1405
16350,TZ2202
54778,TZ1203
28369,TZ0107
61149,TZ0404
64531,TZ0601
38036,TZ1702
73030,TZ1005
23841,TZ0802
63684,TZ1904
5351,TZ0503
42589,TZ1407
58833,TZ2203
9630,TZ2206
34935,TZ2002
46777,TZ2103
11767,TZ0305
42277,TZ2206
53918,TZ2202
42631, 
43173,TZ2102
19224,TZ1207
10406,TZ0503
37547,TZ0603
37769,TZ0703
65495,TZ0304
4715,TZ1306
59550,TZ0105
23430,TZ0206
65740,TZ2201
18680,TZ0303
7009,TZ0206
22427, 
24271,TZ1305
22370,TZ1805
9389,TZ1203
38109,TZ0407
23925,TZ2104
10239,TZ0102
28572,TZ2201
10485,TZ1703
15900,TZ2404
8430,TZ2105
50809,TZ2202
13037,TZ0204
55525,TZ1102
71020,TZ1805
65129,TZ0601
2659,TZ1005
71849,TZ0206
52996,TZ0506
9798,TZ1406
52144,TZ2609
16555,TZ2104
72257,TZ2202
46695,TZ2402
21002,TZ1702
44852,TZ0502
13519,TZ0303
41300,TZ2205
53504,TZ1605
40127,TZ2601
59119,TZ1001
59295,TZ2201
39674,TZ1305
7893,TZ1104
9622,TZ0206
8272,TZ0303
18454,TZ0604
50356,TZ1902
13363,TZ0101
54367,TZ1702
26911,TZ2504
59185,TZ1504
6588,TZ1002
35672,TZ0507
6157,TZ0302
50037,TZ1607
3578,TZ0105
44596,TZ1805
19410,TZ1602
14774,TZ1606
46941,TZ1601
74140,TZ2606
36798,TZ2202
63811,TZ0104
50565,TZ0602
28786, 
7816,TZ1907
64241,TZ2001
58536,TZ1101
65810,TZ0305
32265,TZ0504
64678,TZ2206
31918,TZ1501
1713,TZ0703
68767,TZ2201
42607,TZ1804
19228,TZ0702
4400,TZ2002
21753,TZ1903
73319,TZ0303
30800,TZ1101
3646,TZ2104
18315,TZ1601
50047,TZ2105
39192,TZ1801
30514,TZ0304
18591,TZ0505
38684,TZ0304
47970,TZ0402
27688,TZ1301
17615,TZ1503
68985,TZ0104
45570,TZ2504
69901,TZ2204
46407,TZ0301
24260,TZ0501
51634,TZ1807
48005,TZ1404
11180,TZ1801
69081,TZ2104
55866,TZ0405
58226,TZ0303
484,TZ2002
2278,TZ0503
29294,TZ0501
42964,TZ0303
28632,TZ0304
61129,TZ0202
73576,TZ1601
69005,TZ0703
70472,TZ1306
7958,TZ0806
51755,TZ0401
10737,TZ2203
47415,TZ1204
21707, 
22646,TZ1504
34581,TZ0306
68818,TZ1005
56272,TZ1002
27755,TZ2203
3244,TZ1902
31285,TZ0107
45978,TZ1605
68743,TZ2103
22147,TZ0503
11874,TZ2202
29851,TZ2002
12420,TZ0604
7996,TZ1004
71056,TZ0407
29760,TZ1201
46116,TZ1204
57300,TZ2606
10686,TZ1905
31315,TZ1005
22114,TZ0101
43616,TZ0307
50579,TZ0303
53034,TZ1407
64127,TZ0202
67454,TZ0601
8200,TZ0504
53344,TZ0206
35238,TZ1702
61672,TZ0604
71124,TZ1902
62633,TZ2206
61433,TZ2303
28511,TZ2201
3883,TZ1902
61830,TZ0805
71876,TZ1805
42488,TZ0104
2273,TZ2201
31,TZ1001
17707,TZ1207
73985, 
73201,TZ2002
6569,TZ1203
42918,TZ1203
65719,TZ1004
49856,TZ0406
3068,TZ0305
39104,TZ0801
5746,TZ0901
23284,TZ0304
11272,TZ1202
39388,TZ0304
70983,TZ1401
31688,TZ1603
51938,TZ1207
19724,TZ0206
59980,TZ2404
44830,TZ1207
57109,TZ1701
26417,TZ2103
44335,TZ2606
36804,TZ2402
50373,TZ0901
60738,TZ1204
39969,TZ0304
8481,TZ0602
8379,TZ1005
14173, 
14018,TZ0105
23149,TZ0206
60834,TZ1203
53477,TZ0802
50116,TZ2202
66311,TZ2606
20303,TZ0201
49154, 
51893,TZ0301
23853,TZ2202
2722,TZ1805
18603,TZ1803
13095,TZ1902
9016,TZ0207
69509,TZ1705
69620,TZ1305
48113,TZ2504
47796,TZ1702
53665,TZ0905
28453,TZ1101
46169,TZ1601
18701,TZ0601
47728,TZ1603
68726,TZ1804
33312,TZ0105
6305,TZ0307
51974,TZ1407
28491,TZ1005
65199,TZ0206
57155,TZ1602
40120,TZ2201
42858,TZ0201
32053,TZ1303
72138,TZ2201
69115,TZ2002
37109,TZ1605
40016,TZ2202
30295, 
45084,TZ1704
24182,TZ1807
1567,TZ1606
16440,TZ2402
11153,TZ1001
2378,TZ0105
69108,TZ1005
8730,TZ0202
27969,TZ1202
66960,TZ2303
66,TZ0805
47815,TZ0101
38131,TZ1905
41409,TZ1802
58843,TZ1207
183,TZ1302
45311,TZ0801
13228,TZ0307
47829,TZ0501
7155,TZ2503
13360,TZ0403
19590,TZ0801
70804,TZ0404
8692,TZ1504
62346,TZ0304
68612,TZ2303
35444,TZ0903
70890,TZ2403
58283,TZ0202
28566,TZ2505
50698,TZ0202
27031,TZ2204
62480,TZ1304
47380,TZ2004
57489,TZ1602
72159,TZ1001
1925,TZ0304
52521, 
35000,TZ0902
3833,TZ2104
21109, 
56044,TZ1905
45170,TZ0303
62844,TZ0601
19290,TZ0301
30291,TZ0406
56497,TZ1203
30314,TZ1807
13540,TZ0202
71285, 
5553,TZ2002
25765,TZ1001
69788,TZ0601
72133,TZ0304
45421,TZ1901
31336,TZ1202
7203,TZ1605
9930,TZ2203
13504,TZ1202
44706,TZ1301
890,TZ1204
29686,TZ1804
7449,TZ0402
70790,TZ1805
8050,TZ1204
34579,TZ0502
6572,TZ0601
49495,TZ0304
26870,TZ0105
54235,TZ1203
70822,TZ1203
66492,TZ0501
69558,TZ1204
43083,TZ1204
63900,TZ1303
46808,TZ0901
50678,TZ1703
55826,TZ2202
59350,TZ0506
2334,TZ0305
59543,TZ1302
59208,TZ1101
40475,TZ0405
41855,TZ0701
65463,TZ0301
73570,TZ2606
53625,TZ1904
32043,TZ1202
19093,TZ1904
14380,TZ1104
26226,TZ1902
64073,TZ1603
59863,TZ0206
64071,TZ1901
37204,TZ0307
64372, 
12352,TZ1603
61249,TZ1301
57960,TZ1101
29159,TZ1104
60204,TZ1102
22322,TZ1806
12604,TZ1403
19170,TZ0202
18726, 
24804,TZ0501
58933,TZ0202
40647, 
35635,TZ1102
68285,TZ2004
23867,TZ1405
831,TZ2404
56689,TZ2202
60617,TZ0407
1055,TZ1003
11544,TZ1905
26427,TZ0106
59034,TZ0106
68564,TZ0501
52901,TZ0903
30762, 
27052,TZ0302
64738,TZ0506
34694,TZ0506
45769,TZ1807
71736,TZ0401
15369,TZ1904
21580,TZ2101
19931,TZ0506
66122,TZ1906
70532,TZ1606
64439,TZ0402
27716,TZ1905
27702,TZ2101
43746,TZ1407
1258,TZ0103
4491,TZ0202
41005,TZ0304
27915,TZ1805
64649,TZ0506
44009,TZ0203
50609,TZ2605
45714,TZ0406
30576,TZ1202
10552,TZ0803
12744,TZ1005
13721,TZ0305
15743,TZ0605
71496,TZ2203
19162,TZ2606
10602,TZ2503
74061,TZ1202
1129,TZ0105
61086,TZ0904
22731,TZ2505
22224,TZ0601
63963, 
50361,TZ0401
5565,TZ0403
15688,TZ2205
26195,TZ2206
51830,TZ0401
47901,TZ0104
25453,TZ2606
61127,TZ0202
15593,TZ1805
13333,TZ1602
43735,TZ1904
24788,TZ0206
72378,TZ0404
36199,TZ0601
40057,TZ1607
7857,TZ0206
58458,TZ2101
69645,TZ0405
29237,TZ1605
71581,TZ0104
19902,TZ1503
26732,TZ0901
7136,TZ2203
2610,TZ1204
40383,TZ2202
30385,TZ1805
25705,TZ1407
29860,TZ0501
84,TZ1401
19453,TZ2202
32748,TZ0401
72971,TZ1402
17017,TZ1804
67339,TZ1403
59063, 
29003,TZ2205
57239,TZ1608
12789,TZ0901
43498,TZ1202
20763,TZ0301
21201,TZ1404
29998,TZ0303
31565,TZ2101
18203,TZ2302
30464,TZ2205
21510,TZ0902
14214,TZ0905
22531,TZ2606
42743,TZ0102
73530,TZ1204
475,TZ2201
26132,TZ2205
24728,TZ1705
1936,TZ0504
68078,TZ0903
72321,TZ1101
39733,TZ1104
12917,TZ1407
72049,TZ1905
42104,TZ0304
46727,TZ1602
57317,TZ0701
7886,TZ1806
27240,TZ1804
44077,TZ0601
8181,TZ1303
40013,TZ0501
71810,TZ2303
57009,TZ0406
48185,TZ1302
42526,TZ0802
59099,TZ0307
64356,TZ0802
11896,TZ1805
53522,TZ1101
43394,TZ0601
2256,TZ1407
10171,TZ2203
55829,TZ0502
38716,TZ0601
19856,TZ0204
47048,TZ1601
56765,TZ1101
9894,TZ2302
13144,TZ1405
9441,TZ1207
45528,TZ0503
17823,TZ0903
58466,TZ0801
7670,TZ1003
19434,TZ2105
32971,TZ0601
61271,TZ0701
33460,TZ0507
60563,TZ0501
68992,TZ2003
953,TZ0202
27413,TZ1305
60363,TZ1201
73081,TZ1001
32876,TZ0303
23250,TZ0401
35059,TZ0506
25192,TZ0805
30039,TZ2201
14088,TZ1606
20399,TZ2105
56444,TZ1603
71982,TZ1805
5736,TZ1305
11003,TZ1503
16366, 
68536,TZ0304
47989,TZ1807
17134,TZ1202
59254,TZ0506
56784,TZ0801
71408,TZ2403
56017,TZ0506
42444, 
57015,TZ1306
42926,TZ0607
30491,TZ1904
66599,TZ0401
25365,TZ0501
23950,TZ2203
47278,TZ2205
16509,TZ0204
40734,TZ1006
32547,TZ0206
45647,TZ1703
47807,TZ2404
62015,TZ0307
59085,TZ0307
24472,TZ1607
23993,TZ1101
35503,TZ0602
18280,TZ1902
54782,TZ0303
33748,TZ0501
8808,TZ1806
33254,TZ0601
70346,TZ2202
55606,TZ2402
374,TZ0303
4739,TZ2503
45990,TZ0409
55159,TZ1501
6773,TZ0305
53094,TZ2104
11837,TZ0304
62079,TZ1902
57921,TZ1304
42254,TZ0106
48263,TZ1503
70324,TZ0402
52957,TZ2203
11933,TZ1606
30208, 
49475,TZ2007
48929,TZ0801
24428,TZ1201
53308,TZ0304
44548,TZ0307
72973,TZ1102
23999,TZ0603
51256,TZ0603
37328,TZ0403
55325,TZ1504
30935, 
452,TZ2204
2835,TZ1204
21486,TZ0307
73252,TZ2002
8086,TZ2203
66864,TZ1404
20429,TZ0506
42763,TZ2203
6672,TZ1207
73012,TZ0101
2147,TZ0604
44837,TZ0203
31263,TZ0409
22581,TZ0603
29912,TZ1902
66073,TZ0102
23706,TZ0105
20683,TZ2606
26030,TZ1207
68498,TZ0903
44805,TZ2002
7414,TZ0501
47284,TZ0803
73806,TZ1202
43748,TZ1302
45196,TZ0104
71808,TZ1006
8719,TZ0901
48568,TZ1605
14571,TZ2206
73987,TZ1302
45873,TZ1907
56014,TZ0504
10797,TZ0605
38827,TZ1802
1906,TZ0302
65678,TZ0503
30141,TZ0603
65894,TZ0301
30166,TZ0202
2767,TZ0303
3845, 
70843,TZ2503
19874,TZ2203
51211,TZ0301
18778,TZ0105
13003,TZ2403
35997,TZ0701
68387,TZ2205
61783,TZ0904
51789,TZ1905
35575,TZ0504
59142, 
11524,TZ1204
41779, 
69173,TZ0405
69735,TZ0501
24482,TZ2504
41954,TZ2104
54468,TZ0806
71835,TZ2302
72624,TZ0502
40225,TZ0401
33790,TZ1702
4181,TZ0501
36305,TZ0305
28601,TZ2002
1393,TZ2403
17867,TZ0505
35924,TZ0201
1528,TZ1808
13253,TZ1401
179,TZ2105
6442,TZ0206
60372,TZ0603
3878,TZ0901
45257,TZ1704
23166,TZ1202
32374,TZ0105
60424,TZ1701
66048,TZ0104
37947,TZ1306
47987,TZ2002
22327,TZ0401
17258,TZ0304
30024,TZ0102
43413,TZ0502
3531,TZ0305
60495, 
70121,TZ1804
69809,TZ0801
49496,TZ1703
60992,TZ1807
50210,TZ0202
37559,TZ1602
52064,TZ1006
11133,TZ1902
18360,TZ1204
7843,TZ1407
73980,TZ0304
69343,TZ0204
61882,TZ1401
21832,TZ1101
11418,TZ1005
16809,TZ0702
31152,TZ2302
66865,TZ1607
31457,TZ0903
12365,TZ2404
14452,TZ0904
20380,TZ2402
70394,TZ0904
9471,TZ1703
59123,TZ2206
67200, 
27746,TZ0405
12556,TZ0601
45743,TZ1102
19236,TZ0501
56137, 
28495,TZ0402
46616,TZ0903
9696,TZ1301
9631,TZ2002
47631,TZ0504
57124,TZ1805
50805,TZ2204
15122, 
19607,TZ1803
38699,TZ2403
36414,TZ1005
52591,TZ0202
4228,TZ1303
54407,TZ0201
17044,TZ1702
6865,TZ0202
23555, 
62543,TZ1904
27535,TZ0403
4427,TZ1602
18656,TZ1607
41530,TZ1904
73794,TZ2503
55889,TZ1006
38046,TZ1503
40203,TZ2103
32527,TZ0201
14897,TZ2403
445,TZ0504
40281,TZ0703
45756,TZ1805
18392,TZ1005
34556,TZ1607
64908,TZ2004
16253,TZ0506
43399,TZ1906
59151,TZ1802
45324,TZ2404
388,TZ0403
797,TZ1605
30332,TZ2302
66160,TZ0106
61713,TZ1704
45824,TZ1203
35333,TZ1902
58171,TZ2002
54186,TZ2103
15708,TZ2202
27727,TZ1702
4043,TZ1204
72698,TZ0304
38385,TZ1503
6006,TZ0206
63889,TZ1302
1236, 
73674,TZ1806
39950,TZ1808
20487,TZ2203
61709,TZ2606
26572,TZ1704
48404,TZ2403
57309,TZ1702
61084,TZ2404
34102,TZ0801
30973,TZ1805
33692,TZ2403
66900,TZ0504
19202,TZ0607
38471,TZ2606
65651,TZ0601
10522,TZ0905
41660,TZ1503
42865,TZ0305
28300,TZ1907
18756,TZ2606
48805,TZ1705
21116,TZ1101
59996,TZ1503
16899,TZ0601
40760,TZ0803
27533,TZ2601
17558,TZ2606
56680,TZ1802
13870,TZ1204
55509,TZ1302
23535,TZ0201
37926,TZ1002
72394,TZ1808
19281,TZ1501
22185,TZ0902
12986,TZ2002
38550,TZ1204
21101,TZ1901
49282,TZ0601
42778,TZ1102
21894,TZ1802
6872,TZ1605
34769,TZ0202
45018,TZ0102
37794,TZ0205
24188,TZ0304
40463,TZ2101
4684,TZ0703
58715,TZ1403
14000,TZ0904
53633,TZ1901
2411,TZ0901
26039,TZ1607
53906,TZ1403
57839,TZ2606
63575,TZ1005
66948,TZ1101
5053,TZ0805
32193,TZ1601
20499,TZ2404
59480,TZ2505
63992,TZ0501
11560,TZ0502
4486,TZ0507
72464,TZ2404
66327,TZ2102
36779,TZ0403
35341,TZ0703
44625,TZ1405
32194,TZ0903
3633,TZ1006
21642,TZ1405
44317,TZ1807
53416,TZ1004
27528,TZ1207
14617,TZ1004
60193,TZ0802
15938,TZ1601
13999,TZ2606
12683,TZ0503
18029,TZ1805
39637,TZ0601
33567,TZ2202
28501,TZ0204
4307, 
21823,TZ1102
55902,TZ1606
74105,TZ0201
56988,TZ2205
17607, 
1903,TZ1606
2913,TZ2202
52816,TZ0307
331,TZ0507
19195,TZ2303
20963,TZ1303
17063,TZ0805
36153,TZ1704
10437,TZ1203
48160,TZ2105
31886,TZ2609
60487,TZ1304
49736,TZ1703
49965,TZ0604
55578,TZ1203
35956,TZ1801
58377,TZ2004
29392,TZ0408
2321,TZ1807
14965,TZ1102
60152,TZ1207
25114,TZ0206
31455,TZ0408
41911,TZ0803
11523,TZ0702
45861,TZ0604
29433,TZ0304
49840,TZ2101
48660,TZ1306
20629,TZ0203
36224,TZ1704
46079,TZ0103
43718,TZ2606
27259,TZ0503
47885,TZ0103
60859,TZ0305
17836,TZ1405
39906,TZ0502
69512,TZ1806
19211,TZ0503
58832,TZ2404
42361,TZ0901
21864,TZ1704
52961,TZ0504
52919,TZ1603
26007,TZ0307
